label,eval_dir,map_name,query,background_p,background_r,background_f1,background_p10,background_r10,background_f1_10,background_p20,background_r20,background_f1_20,object_p,object_r,object_f1,change_p,change_r,change_f1,change_tp,change_fp,change_fn,object_detected,object_missed,object_hallucinated,dynamic_p,dynamic_r,dynamic_f1
khronos_original,session_update_baseline/rounds/round02_prior_match/gate2_single/khronos_original_eval,4,200793000000,0.972417,0.953104,0.9626636451827844,0.925612,0.886505,0.905636519121006,0.972417,0.953104,0.9626636451827844,0.9666666666666667,0.41134751773049644,0.5771144278606964,0.75,0.6,0.6666666666666665,3.0,1.0,2.0,58.0,83.0,2.0,0.7222222222222222,0.075,0.13588850174216027
our_single,session_update_baseline/rounds/round02_prior_match/gate2_single/our_single_eval,0,200793000000,0.993182,0.953512,0.9729427996223341,0.968057,0.888373,0.9265048520666008,0.993182,0.953512,0.9729427996223341,0.9666666666666667,0.41134751773049644,0.5771144278606964,0.75,0.6,0.6666666666666665,3.0,1.0,2.0,58.0,83.0,2.0,0.7222222222222222,0.075,0.13588850174216027
