threshold,side,object_id,label,count,object_mesh_vertices,bbox_cx,bbox_cy,bbox_cz,bbox_dx,bbox_dy,bbox_dz
0.05,dsg_fp,5692549928996307068,2,1220,13785,20.6376,29.7139,2.12194,0.95722,0.936695,0.464643
0.05,dsg_fp,5692549928996307059,2,233,2928,17.1907,29.6137,2.0546,0.695379,1.10972,0.298811
0.05,dsg_fp,5692549928996307066,2,48,1479,17.398,30.0554,2.21318,0.815016,0.698195,0.685165
0.05,dsg_fp,5692549928996307071,3,4546,7446,17.1671,29.5671,1.52579,2.01198,2.11771,1.06018
0.05,dsg_fp,5692549928996307063,3,2013,5976,17.1265,29.3276,1.45092,1.26302,1.6646,0.891495
0.05,dsg_fp,5692549928996307062,11,1385,12483,17.4669,28.2536,1.49331,0.728151,0.695852,0.990925
0.05,dsg_fp,5692549928996307072,3,3895,2382,13.9727,31.9997,2.19864,0.309312,0.650143,2.35612
0.05,dsg_fp,5692549928996307073,11,1670,10050,17.7518,33.0599,1.49196,0.558395,0.554596,0.986112
0.05,dsg_fp,5692549928996307074,3,19037,16356,14.1518,32.4608,2.17772,1.01185,1.51514,2.40374
0.05,dsg_fp,5692549928996307079,4,377,8685,13.8503,30.4884,2.70187,0.424537,0.979971,0.25436
0.05,dsg_fp,5692549928996307083,3,48,5442,13.7108,29.9489,2.41975,0.279501,0.328058,0.226498
0.05,dsg_fp,5692549928996306956,11,1272,4551,-7.28102,21.8578,1.25141,1.65614,0.606592,0.487051
0.05,dsg_fp,5692549928996307084,2,2332,22809,13.8292,30.1452,1.77744,0.20391,0.449835,0.356743
0.05,dsg_fp,5692549928996307065,11,2522,14193,16.5767,29.4158,1.55313,0.541811,0.549212,1.10646
0.05,dsg_fp,5692549928996307052,11,144,5880,11.4243,27.1222,1.2489,1.66193,0.563709,0.500645
0.05,dsg_fp,5692549928996307096,11,27,14073,6.60543,22.1162,1.4691,0.949598,0.938225,0.973389
0.05,dsg_fp,5692549928996306969,4,11,8139,-14.0765,31.0138,1.3845,0.771053,1.12449,0.793559
0.05,dsg_fp,5692549928996307101,2,6675,24219,2.99362,13.1716,1.52284,0.391362,0.519403,0.538494
0.05,dsg_fp,5692549928996306974,11,63,13170,-10.3802,35.09,1.94313,0.747843,0.765774,0.736379
0.05,dsg_fp,5692549928996306971,3,1033,3711,-13.3566,33.8915,1.38303,0.912923,3.22643,0.787893
0.05,dsg_fp,5692549928996307039,11,33,5529,-7.38636,21.8486,1.24619,1.51608,0.610857,0.498577
0.1,gt_fn,5692549928996307006,11,2,32853,-7.77351,35.0275,1.89674,0.778607,0.798126,0.820639
0.1,gt_fn,5692549928996306992,2,2,4596,-8.4935,36.1043,1.19035,0.557519,0.359413,0.377785
0.1,gt_fn,5692549928996307060,11,1,11052,20.9319,28.9519,1.45552,0.426876,0.502527,0.130069
0.1,gt_fn,5692549928996307059,2,1,2928,17.1907,29.6137,2.0546,0.695379,1.10972,0.298811
0.1,gt_fn,5692549928996307068,2,14,13785,20.6376,29.7139,2.12194,0.95722,0.936695,0.464643
0.1,gt_fn,5692549928996307040,15,5,1083,-5.48331,22.136,2.28043,0.165211,0.203426,2.12473
0.1,gt_fn,5692549928996306987,2,13,3594,-9.81758,34.8242,1.91592,1.63895,1.4611,0.295835
0.1,gt_fn,5692549928996307003,3,3,7416,-8.22257,34.3824,1.26802,1.66845,1.12862,0.541023
0.1,gt_fn,5692549928996307008,11,11,2838,-7.81259,34.5731,1.18037,0.651037,1.52313,0.403812
0.1,gt_fn,5692549928996307017,3,8,3465,-8.58965,32.1528,1.74296,0.878103,1.24446,0.616036
0.1,gt_fn,5692549928996307013,2,1,23247,-8.58384,33.4744,2.03715,0.376868,0.493061,0.390467
0.1,gt_fn,5692549928996306964,2,1,46662,-8.7101,31.3782,1.19461,0.375754,0.400692,0.38385
0.1,gt_fn,5692549928996307022,11,2,25020,-7.6371,32.5404,1.89946,0.677652,0.72327,0.818271
0.1,gt_fn,5692549928996307035,3,4,13407,-8.05359,27.8247,1.3969,0.759762,0.395496,0.783859
0.1,gt_fn,5692549928996307039,11,12,5529,-7.38636,21.8486,1.24619,1.51608,0.610857,0.498577
0.1,gt_fn,5692549928996307067,4,4,51855,19.8624,29.6011,1.28298,0.686092,0.650534,0.587064
0.1,gt_fn,5692549928996307065,11,11,14193,16.5767,29.4158,1.55313,0.541811,0.549212,1.10646
0.1,gt_fn,5692549928996307026,3,7,6579,-3.14001,31.5649,1.60531,0.456,0.861954,0.362109
0.1,gt_fn,5692549928996307028,3,44,495,-4.66052,32.6042,1.37606,0.487076,0.735962,0.794327
0.1,gt_fn,5692549928996307041,11,107,8580,2.95707,17.8472,1.4739,0.928479,0.623283,0.952938
0.1,gt_fn,5692549928996307072,3,5,2382,13.9727,31.9997,2.19864,0.309312,0.650143,2.35612
0.1,gt_fn,5692549928996306954,2,13,4260,-8.17052,27.1578,1.39629,0.523962,0.304316,0.79144
0.1,gt_fn,5692549928996307043,11,196,32901,3.00702,18.9232,1.47211,1.01357,0.950085,0.951607
0.1,gt_fn,5692549928996307074,3,342,16356,14.1518,32.4608,2.17772,1.01185,1.51514,2.40374
0.1,gt_fn,5692549928996306956,11,48,4551,-7.28102,21.8578,1.25141,1.65614,0.606592,0.487051
0.1,gt_fn,5692549928996307015,3,208,4638,-7.88086,34.828,1.76505,2.31196,2.2397,1.55075
0.1,gt_fn,5692549928996307103,3,1353,13311,-8.46851,13.5067,1.5131,2.2058,2.19347,1.11159
0.1,gt_fn,5692549928996307044,11,150,14601,6.49231,22.0962,1.46796,0.662729,0.984972,0.949222
0.1,gt_fn,5692549928996306985,3,75,4167,-9.60083,34.6776,1.27175,1.25384,1.68372,0.573184
0.1,gt_fn,5692549928996307077,3,834,10587,13.9161,28.9148,2.19023,0.728414,1.27564,2.41711
0.1,gt_fn,5692549928996307030,2,15,5889,-8.13548,28.1596,1.9214,0.707158,0.973413,0.301487
0.1,gt_fn,5692549928996306971,3,70,3711,-13.3566,33.8915,1.38303,0.912923,3.22643,0.787893
0.1,gt_fn,5692549928996307054,2,138,12507,16.4192,22.9743,1.85617,2.11508,0.967186,1.76772
0.1,gt_fn,5692549928996306995,2,27,4074,-9.75086,33.0954,1.9929,1.15333,1.39492,0.536741
0.1,gt_fn,5692549928996307023,3,161,12648,-4.0094,33.4867,1.77838,1.94964,0.894039,1.58731
0.1,gt_fn,5692549928996307052,11,6,5880,11.4243,27.1222,1.2489,1.66193,0.563709,0.500645
0.1,gt_fn,5692549928996307009,11,1,5487,-4.30144,34.6606,1.69734,0.395032,0.568996,1.23197
0.1,gt_fn,5692549928996306951,11,307,7641,-11.9481,22.1127,1.46991,3.27976,1.14113,0.962877
0.1,gt_fn,5692549928996307069,3,566,17145,20.6571,29.7273,1.84744,1.19287,1.14909,1.70288
0.1,gt_fn,5692549928996307056,11,312,9876,18.2323,23.1004,1.46754,1.793,1.05765,0.962242
0.1,gt_fn,5692549928996306969,4,11,8139,-14.0765,31.0138,1.3845,0.771053,1.12449,0.793559
0.1,gt_fn,5692549928996306960,2,314,7899,-13.1003,27.7593,1.77667,0.661176,0.563316,1.47749
0.1,gt_fn,5692549928996307087,3,1244,9648,13.8803,29.6547,2.33714,0.802863,3.42924,2.70943
0.1,gt_fn,5692549928996307036,2,12,26283,-8.16026,27.176,1.39275,0.448364,0.474598,0.801245
0.1,gt_fn,5692549928996306977,3,23,6690,-9.73267,33.08,1.29179,1.52184,1.71192,0.566265
0.1,gt_fn,5692549928996307095,2,1,13785,10.2371,27.217,1.39658,0.918478,0.530777,0.793341
0.1,gt_fn,5692549928996307109,4,21,11331,-14.0417,32.9572,1.38939,0.835967,0.697037,0.763343
0.1,gt_fn,5692549928996307050,2,126,38730,10.477,27.225,1.39418,0.430658,0.557812,0.793177
0.1,gt_fn,5692549928996307079,4,7,8685,13.8503,30.4884,2.70187,0.424537,0.979971,0.25436
0.1,gt_fn,5692549928996306961,2,89,2202,-13.7392,28.5482,1.11115,0.647549,0.690823,0.224288
0.1,gt_fn,5692549928996307047,11,125,14175,6.745,22.0779,1.46386,1.16235,1.02364,0.952468
0.1,gt_fn,5692549928996307106,3,10,9813,-14.1808,29.4713,1.43433,0.680844,2.06134,0.851586
0.1,gt_fn,5692549928996306978,3,63,1671,-8.98036,35.383,2.20449,0.115939,1.69698,0.737639
0.1,gt_fn,5692549928996307105,11,19,6357,-8.67793,24.8308,1.47985,1.28056,1.28686,0.940451
0.1,gt_fn,5692549928996307046,2,132,10329,8.83164,21.8857,1.81634,1.39509,0.65753,1.66826
0.1,gt_fn,5692549928996306949,11,254,11052,-14.7766,22.1528,1.46687,1.47824,1.06381,0.976274
0.1,gt_fn,5692549928996307076,2,76,6747,13.7438,30.9042,2.5151,0.331563,0.567064,1.82495
0.1,gt_fn,5692549928996307024,2,2,8475,-4.71545,32.9473,1.9371,0.162014,0.391472,0.329994
0.1,gt_fn,5692549928996306965,3,64,11451,-9.159,32.0392,1.76935,1.41705,1.07143,1.56866
0.1,gt_fn,5692549928996307099,11,74,3264,2.96321,17.2101,1.54171,0.944152,2.61386,0.854393
0.1,gt_fn,5692549928996306981,3,82,3066,-9.64146,35.9799,1.37339,0.334957,0.881226,0.791069
0.1,gt_fn,5692549928996307057,11,5,24636,19.0992,23.2008,1.47827,0.94458,0.860853,0.944901
0.1,gt_fn,5692549928996306999,3,534,1056,-8.73922,34.1847,1.76171,4.10786,0.963837,1.53391
0.1,gt_fn,5692549928996307071,3,739,7446,17.1671,29.5671,1.52579,2.01198,2.11771,1.06018
0.1,gt_fn,5692549928996306963,3,10,9066,-14.0705,29.0786,1.41287,0.367245,1.13253,0.8082
0.1,gt_fn,5692549928996306962,2,14,4566,-13.9834,28.7082,1.55112,0.19477,0.578819,0.541378
0.1,gt_fn,5692549928996306967,3,64,11577,-14.1511,29.58,1.41991,0.626805,1.9937,0.846116
0.1,gt_fn,5692549928996307032,3,168,12684,-7.61408,28.6674,1.83415,2.05795,1.61725,1.70277
0.1,gt_fn,5692549928996307100,11,319,4992,3.03475,17.2378,1.45067,1.09392,4.28043,0.997137
0.1,gt_fn,5692549928996306973,3,109,5178,-9.43849,35.3888,1.73985,0.875507,1.6991,0.619646
0.1,gt_fn,5692549928996307029,3,20,16500,-2.91534,28.3457,2.00799,0.618261,1.63289,2.03807
0.1,gt_fn,5692549928996307066,2,27,1479,17.398,30.0554,2.21318,0.815016,0.698195,0.685165
0.1,gt_fn,5692549928996307063,3,81,5976,17.1265,29.3276,1.45092,1.26302,1.6646,0.891495
0.1,gt_fn,5692549928996307070,2,18,810,17.2803,29.5874,1.95298,0.733717,1.38329,0.11652
0.1,gt_fn,5692549928996307062,11,40,12483,17.4669,28.2536,1.49331,0.728151,0.695852,0.990925
0.1,gt_fn,5692549928996307101,2,7,24219,2.99362,13.1716,1.52284,0.391362,0.519403,0.538494
0.1,gt_fn,5692549928996306974,11,29,13170,-10.3802,35.09,1.94313,0.747843,0.765774,0.736379
0.1,gt_fn,5692549928996307082,4,3,18456,13.8761,30.3285,2.21146,0.465755,0.372725,0.258865
0.1,gt_fn,5692549928996306955,2,18,13224,-6.25393,21.837,1.39258,0.480433,0.426594,0.797499
0.1,gt_fn,5692549928996307038,2,22,29691,-6.30803,21.8169,1.39766,0.425505,0.460567,0.791749
0.1,dsg_fp,5692549928996306975,11,6,8400,-10.1276,32.599,1.19307,0.705968,0.699123,0.403539
0.1,dsg_fp,5692549928996307105,11,72,6357,-8.67793,24.8308,1.47985,1.28056,1.28686,0.940451
0.1,dsg_fp,5692549928996307051,2,27,4782,13.954,27.6846,1.39814,0.324125,0.257589,0.786431
0.1,dsg_fp,5692549928996307084,2,1,22809,13.8292,30.1452,1.77744,0.20391,0.449835,0.356743
0.1,dsg_fp,5692549928996307068,2,24,13785,20.6376,29.7139,2.12194,0.95722,0.936695,0.464643
0.1,dsg_fp,5692549928996307062,11,4,12483,17.4669,28.2536,1.49331,0.728151,0.695852,0.990925
0.1,dsg_fp,5692549928996307053,4,34,21888,15.7642,24.1775,1.12562,0.567657,0.497196,0.262506
0.1,dsg_fp,5692549928996307052,11,15,5880,11.4243,27.1222,1.2489,1.66193,0.563709,0.500645
0.1,dsg_fp,5692549928996307044,11,1,14601,6.49231,22.0962,1.46796,0.662729,0.984972,0.949222
0.1,dsg_fp,5692549928996307039,11,1,5529,-7.38636,21.8486,1.24619,1.51608,0.610857,0.498577
0.1,dsg_fp,5692549928996307038,2,1,29691,-6.30803,21.8169,1.39766,0.425505,0.460567,0.791749
0.1,dsg_fp,5692549928996307037,15,4,2871,-5.48028,22.4912,2.60577,0.270419,0.184328,1.33351
0.1,dsg_fp,5692549928996307036,2,12,26283,-8.16026,27.176,1.39275,0.448364,0.474598,0.801245
0.1,dsg_fp,5692549928996307030,2,18,5889,-8.13548,28.1596,1.9214,0.707158,0.973413,0.301487
0.1,dsg_fp,5692549928996307028,3,11,495,-4.66052,32.6042,1.37606,0.487076,0.735962,0.794327
0.1,dsg_fp,5692549928996307009,11,5,5487,-4.30144,34.6606,1.69734,0.395032,0.568996,1.23197
0.1,dsg_fp,5692549928996306994,2,1,14955,-7.07211,34.2891,1.97559,0.65172,0.360054,0.408292
0.1,dsg_fp,5692549928996307005,2,4,7923,-8.3368,34.6212,2.01583,0.818979,0.908314,0.490301
0.1,dsg_fp,5692549928996307006,11,2,32853,-7.77351,35.0275,1.89674,0.778607,0.798126,0.820639
0.1,dsg_fp,5692549928996306992,2,10,4596,-8.4935,36.1043,1.19035,0.557519,0.359413,0.377785
0.1,dsg_fp,5692549928996307003,3,4,7416,-8.22257,34.3824,1.26802,1.66845,1.12862,0.541023
0.1,dsg_fp,5692549928996307015,3,18,4638,-7.88086,34.828,1.76505,2.31196,2.2397,1.55075
0.1,dsg_fp,5692549928996306988,11,4,35022,-7.68177,35.1042,2.03804,0.517684,0.64481,0.542969
0.1,dsg_fp,5692549928996307017,3,12,3465,-8.58965,32.1528,1.74296,0.878103,1.24446,0.616036
0.1,dsg_fp,5692549928996306987,2,6,3594,-9.81758,34.8242,1.91592,1.63895,1.4611,0.295835
0.1,dsg_fp,5692549928996306971,3,83,3711,-13.3566,33.8915,1.38303,0.912923,3.22643,0.787893
0.1,dsg_fp,5692549928996306990,11,4,9696,-10.1982,32.4558,2.00507,0.748132,0.422485,0.614877
0.1,dsg_fp,5692549928996307032,3,1541,12684,-7.61408,28.6674,1.83415,2.05795,1.61725,1.70277
0.1,dsg_fp,5692549928996306964,2,6,46662,-8.7101,31.3782,1.19461,0.375754,0.400692,0.38385
0.1,dsg_fp,5692549928996307091,11,5,14073,17.7236,28.1027,1.88196,0.190796,0.505598,0.221751
0.1,dsg_fp,5692549928996307031,2,780,7926,-8.0637,29.0613,1.80141,0.38635,0.344931,0.0423414
0.1,dsg_fp,5692549928996307029,3,228,16500,-2.91534,28.3457,2.00799,0.618261,1.63289,2.03807
0.1,dsg_fp,5692549928996307106,3,60,9813,-14.1808,29.4713,1.43433,0.680844,2.06134,0.851586
0.1,dsg_fp,5692549928996306979,11,29,22089,-7.51456,32.4595,2.08341,0.282726,0.5257,0.454993
0.1,dsg_fp,5692549928996306970,3,28,6318,-14.4315,33.1148,2.7146,0.168248,3.69564,1.20644
0.1,dsg_fp,5692549928996307097,2,32,25602,4.88753,21.8942,1.39474,0.60846,0.609655,0.800155
0.1,dsg_fp,5692549928996307022,11,12,25020,-7.6371,32.5404,1.89946,0.677652,0.72327,0.818271
0.1,dsg_fp,5692549928996306963,3,11,9066,-14.0705,29.0786,1.41287,0.367245,1.13253,0.8082
0.1,dsg_fp,5692549928996306998,2,3097,4701,-9.02826,35.3983,2.10415,0.958192,0.847855,0.658872
0.1,dsg_fp,5692549928996307057,11,287,24636,19.0992,23.2008,1.47827,0.94458,0.860853,0.944901
0.1,dsg_fp,5692549928996307026,3,141,6579,-3.14001,31.5649,1.60531,0.456,0.861954,0.362109
0.1,dsg_fp,5692549928996306967,3,70,11577,-14.1511,29.58,1.41991,0.626805,1.9937,0.846116
0.1,dsg_fp,5692549928996306997,3,160,1251,-7.88298,33.8396,2.25665,2.15103,0.089344,0.58321
0.1,dsg_fp,5692549928996307056,11,3740,9876,18.2323,23.1004,1.46754,1.793,1.05765,0.962242
0.1,dsg_fp,5692549928996306949,11,33,11052,-14.7766,22.1528,1.46687,1.47824,1.06381,0.976274
0.1,dsg_fp,5692549928996307067,4,1015,51855,19.8624,29.6011,1.28298,0.686092,0.650534,0.587064
0.1,dsg_fp,5692549928996306951,11,357,7641,-11.9481,22.1127,1.46991,3.27976,1.14113,0.962877
0.1,dsg_fp,5692549928996307069,3,33,17145,20.6571,29.7273,1.84744,1.19287,1.14909,1.70288
0.1,dsg_fp,5692549928996307035,3,274,13407,-8.05359,27.8247,1.3969,0.759762,0.395496,0.783859
0.1,dsg_fp,5692549928996306977,3,589,6690,-9.73267,33.08,1.29179,1.52184,1.71192,0.566265
0.1,dsg_fp,5692549928996307109,4,223,11331,-14.0417,32.9572,1.38939,0.835967,0.697037,0.763343
0.1,dsg_fp,5692549928996306982,2,72,5001,-8.80504,35.1824,2.23996,0.446643,0.112331,0.384969
0.1,dsg_fp,5692549928996307041,11,85,8580,2.95707,17.8472,1.4739,0.928479,0.623283,0.952938
0.1,dsg_fp,5692549928996306973,3,10,5178,-9.43849,35.3888,1.73985,0.875507,1.6991,0.619646
0.1,dsg_fp,5692549928996307100,11,235,4992,3.03475,17.2378,1.45067,1.09392,4.28043,0.997137
0.1,dsg_fp,5692549928996307071,3,587,7446,17.1671,29.5671,1.52579,2.01198,2.11771,1.06018
0.1,dsg_fp,5692549928996307081,4,252,17796,13.865,30.3604,3.18768,0.508116,0.419205,0.256573
0.1,dsg_fp,5692549928996306954,2,101,4260,-8.17052,27.1578,1.39629,0.523962,0.304316,0.79144
0.1,dsg_fp,5692549928996307072,3,266,2382,13.9727,31.9997,2.19864,0.309312,0.650143,2.35612
0.1,dsg_fp,5692549928996307042,15,168,4566,3.05468,19.9478,2.4655,0.603193,0.267908,2.04537
0.1,dsg_fp,5692549928996306974,11,2,13170,-10.3802,35.09,1.94313,0.747843,0.765774,0.736379
0.1,dsg_fp,5692549928996307101,2,1146,24219,2.99362,13.1716,1.52284,0.391362,0.519403,0.538494
0.1,dsg_fp,5692549928996306984,3,24,1416,-8.08587,33.8855,1.96331,1.24175,0.0901871,0.20082
0.1,dsg_fp,5692549928996307043,11,899,32901,3.00702,18.9232,1.47211,1.01357,0.950085,0.951607
0.1,dsg_fp,5692549928996307014,3,421,9543,-2.60097,31.7246,2.69102,0.0729494,1.11053,0.964981
0.1,dsg_fp,5692549928996307073,11,53,10050,17.7518,33.0599,1.49196,0.558395,0.554596,0.986112
0.1,dsg_fp,5692549928996307018,3,285,3474,-7.00265,33.4453,1.77007,0.298772,0.737938,1.5337
0.1,dsg_fp,5692549928996307077,3,322,10587,13.9161,28.9148,2.19023,0.728414,1.27564,2.41711
0.1,dsg_fp,5692549928996307023,3,409,12648,-4.0094,33.4867,1.77838,1.94964,0.894039,1.58731
0.1,dsg_fp,5692549928996306955,2,40,13224,-6.25393,21.837,1.39258,0.480433,0.426594,0.797499
0.1,dsg_fp,5692549928996307082,4,6,18456,13.8761,30.3285,2.21146,0.465755,0.372725,0.258865
0.1,dsg_fp,5692549928996307092,2,3,6234,13.9897,27.6153,1.39566,0.265219,0.670317,0.79303
0.1,dsg_fp,5692549928996306965,3,728,11451,-9.159,32.0392,1.76935,1.41705,1.07143,1.56866
0.1,dsg_fp,5692549928996306956,11,16,4551,-7.28102,21.8578,1.25141,1.65614,0.606592,0.487051
0.1,dsg_fp,5692549928996307083,3,48,5442,13.7108,29.9489,2.41975,0.279501,0.328058,0.226498
0.1,dsg_fp,5692549928996306999,3,271,1056,-8.73922,34.1847,1.76171,4.10786,0.963837,1.53391
0.1,dsg_fp,5692549928996307058,2,5428,7230,17.3049,27.9496,1.10602,0.283981,0.357922,0.231247
0.1,dsg_fp,5692549928996306985,3,410,4167,-9.60083,34.6776,1.27175,1.25384,1.68372,0.573184
0.1,dsg_fp,5692549928996307103,3,1912,13311,-8.46851,13.5067,1.5131,2.2058,2.19347,1.11159
0.1,dsg_fp,5692549928996306966,2,125,64710,-9.32524,31.3887,1.19489,0.337131,0.42005,0.383377
0.1,dsg_fp,5692549928996306995,2,74,4074,-9.75086,33.0954,1.9929,1.15333,1.39492,0.536741
0.1,dsg_fp,5692549928996307054,2,240,12507,16.4192,22.9743,1.85617,2.11508,0.967186,1.76772
0.1,dsg_fp,5692549928996307045,2,115,33213,5.00486,21.999,1.38996,0.421371,0.423128,0.800318
0.1,dsg_fp,5692549928996307046,2,180,10329,8.83164,21.8857,1.81634,1.39509,0.65753,1.66826
0.1,dsg_fp,5692549928996307048,2,1117,9591,8.29341,21.8617,1.61599,0.716238,0.586636,1.25067
0.1,dsg_fp,5692549928996307050,2,1079,38730,10.477,27.225,1.39418,0.430658,0.557812,0.793177
0.1,dsg_fp,5692549928996307063,3,29,5976,17.1265,29.3276,1.45092,1.26302,1.6646,0.891495
0.1,dsg_fp,5692549928996307074,3,1564,16356,14.1518,32.4608,2.17772,1.01185,1.51514,2.40374
0.1,dsg_fp,5692549928996306953,15,312,3666,-8.87404,26.8144,2.24423,0.545332,0.580158,2.04271
0.1,dsg_fp,5692549928996307080,4,61,25887,13.8633,30.5302,1.73188,0.460373,0.394875,0.245062
0.1,dsg_fp,5692549928996306960,2,44,7899,-13.1003,27.7593,1.77667,0.661176,0.563316,1.47749
0.1,dsg_fp,5692549928996307087,3,503,9648,13.8803,29.6547,2.33714,0.802863,3.42924,2.70943
0.1,dsg_fp,5692549928996307099,11,720,3264,2.96321,17.2101,1.54171,0.944152,2.61386,0.854393
0.2,gt_fn,5692549928996307066,2,8,1479,17.398,30.0554,2.21318,0.815016,0.698195,0.685165
0.2,gt_fn,5692549928996307015,3,1,4638,-7.88086,34.828,1.76505,2.31196,2.2397,1.55075
0.2,gt_fn,5692549928996306973,3,7,5178,-9.43849,35.3888,1.73985,0.875507,1.6991,0.619646
0.2,gt_fn,5692549928996307069,3,282,17145,20.6571,29.7273,1.84744,1.19287,1.14909,1.70288
0.2,gt_fn,5692549928996307026,3,3,6579,-3.14001,31.5649,1.60531,0.456,0.861954,0.362109
0.2,gt_fn,5692549928996306999,3,35,1056,-8.73922,34.1847,1.76171,4.10786,0.963837,1.53391
0.2,gt_fn,5692549928996307087,3,280,9648,13.8803,29.6547,2.33714,0.802863,3.42924,2.70943
0.2,gt_fn,5692549928996307071,3,319,7446,17.1671,29.5671,1.52579,2.01198,2.11771,1.06018
0.2,gt_fn,5692549928996307100,11,30,4992,3.03475,17.2378,1.45067,1.09392,4.28043,0.997137
0.2,gt_fn,5692549928996307056,11,34,9876,18.2323,23.1004,1.46754,1.793,1.05765,0.962242
0.2,gt_fn,5692549928996307030,2,1,5889,-8.13548,28.1596,1.9214,0.707158,0.973413,0.301487
0.2,gt_fn,5692549928996307072,3,1,2382,13.9727,31.9997,2.19864,0.309312,0.650143,2.35612
0.2,gt_fn,5692549928996307043,11,34,32901,3.00702,18.9232,1.47211,1.01357,0.950085,0.951607
0.2,gt_fn,5692549928996306987,2,2,3594,-9.81758,34.8242,1.91592,1.63895,1.4611,0.295835
0.2,gt_fn,5692549928996307074,3,14,16356,14.1518,32.4608,2.17772,1.01185,1.51514,2.40374
0.2,gt_fn,5692549928996307103,3,811,13311,-8.46851,13.5067,1.5131,2.2058,2.19347,1.11159
0.2,gt_fn,5692549928996307041,11,10,8580,2.95707,17.8472,1.4739,0.928479,0.623283,0.952938
0.2,gt_fn,5692549928996307023,3,10,12648,-4.0094,33.4867,1.77838,1.94964,0.894039,1.58731
0.2,gt_fn,5692549928996306978,3,35,1671,-8.98036,35.383,2.20449,0.115939,1.69698,0.737639
0.2,gt_fn,5692549928996306949,11,13,11052,-14.7766,22.1528,1.46687,1.47824,1.06381,0.976274
0.2,gt_fn,5692549928996306951,11,22,7641,-11.9481,22.1127,1.46991,3.27976,1.14113,0.962877
0.2,gt_fn,5692549928996307077,3,340,10587,13.9161,28.9148,2.19023,0.728414,1.27564,2.41711
0.2,gt_fn,5692549928996306961,2,23,2202,-13.7392,28.5482,1.11115,0.647549,0.690823,0.224288
0.2,gt_fn,5692549928996307047,11,4,14175,6.745,22.0779,1.46386,1.16235,1.02364,0.952468
0.2,gt_fn,5692549928996307063,3,2,5976,17.1265,29.3276,1.45092,1.26302,1.6646,0.891495
0.2,dsg_fp,5692549928996306949,11,8,11052,-14.7766,22.1528,1.46687,1.47824,1.06381,0.976274
0.2,dsg_fp,5692549928996306953,15,10,3666,-8.87404,26.8144,2.24423,0.545332,0.580158,2.04271
0.2,dsg_fp,5692549928996307105,11,4,6357,-8.67793,24.8308,1.47985,1.28056,1.28686,0.940451
0.2,dsg_fp,5692549928996307077,3,10,10587,13.9161,28.9148,2.19023,0.728414,1.27564,2.41711
0.2,dsg_fp,5692549928996307053,4,12,21888,15.7642,24.1775,1.12562,0.567657,0.497196,0.262506
0.2,dsg_fp,5692549928996307026,3,8,6579,-3.14001,31.5649,1.60531,0.456,0.861954,0.362109
0.2,dsg_fp,5692549928996307032,3,61,12684,-7.61408,28.6674,1.83415,2.05795,1.61725,1.70277
0.2,dsg_fp,5692549928996307056,11,848,9876,18.2323,23.1004,1.46754,1.793,1.05765,0.962242
0.2,dsg_fp,5692549928996307057,11,114,24636,19.0992,23.2008,1.47827,0.94458,0.860853,0.944901
0.2,dsg_fp,5692549928996307071,3,6,7446,17.1671,29.5671,1.52579,2.01198,2.11771,1.06018
0.2,dsg_fp,5692549928996307100,11,24,4992,3.03475,17.2378,1.45067,1.09392,4.28043,0.997137
0.2,dsg_fp,5692549928996307099,11,8,3264,2.96321,17.2101,1.54171,0.944152,2.61386,0.854393
0.2,dsg_fp,5692549928996307103,3,47,13311,-8.46851,13.5067,1.5131,2.2058,2.19347,1.11159
0.2,dsg_fp,5692549928996306951,11,32,7641,-11.9481,22.1127,1.46991,3.27976,1.14113,0.962877
0.2,dsg_fp,5692549928996307058,2,414,7230,17.3049,27.9496,1.10602,0.283981,0.357922,0.231247
0.2,dsg_fp,5692549928996307087,3,98,9648,13.8803,29.6547,2.33714,0.802863,3.42924,2.70943
0.2,dsg_fp,5692549928996306971,3,2,3711,-13.3566,33.8915,1.38303,0.912923,3.22643,0.787893
0.2,dsg_fp,5692549928996307015,3,1,4638,-7.88086,34.828,1.76505,2.31196,2.2397,1.55075
