threshold,side,object_id,label,count,object_mesh_vertices,bbox_cx,bbox_cy,bbox_cz,bbox_dx,bbox_dy,bbox_dz
0.05,gt_fn,5692549928996307068,2,85,13785,20.6376,29.7139,2.12194,0.95722,0.936695,0.464643
0.05,gt_fn,5692549928996307065,11,133,14193,16.5767,29.4158,1.55313,0.541811,0.549212,1.10646
0.05,gt_fn,5692549928996307070,2,38,810,17.2803,29.5874,1.95298,0.733717,1.38329,0.11652
0.05,gt_fn,5692549928996307063,3,494,5976,17.1265,29.3276,1.45092,1.26302,1.6646,0.891495
0.05,gt_fn,5692549928996307066,2,52,1479,17.398,30.0554,2.21318,0.815016,0.698195,0.685165
0.05,gt_fn,5692549928996307062,11,406,12483,17.4669,28.2536,1.49331,0.728151,0.695852,0.990925
0.05,gt_fn,5692549928996306970,3,816,6318,-14.4315,33.1148,2.7146,0.168248,3.69564,1.20644
0.05,gt_fn,5692549928996307097,2,271,25602,4.88753,21.8942,1.39474,0.60846,0.609655,0.800155
0.05,gt_fn,5692549928996307046,2,1466,10329,8.83164,21.8857,1.81634,1.39509,0.65753,1.66826
0.05,gt_fn,5692549928996307048,2,170,9591,8.29341,21.8617,1.61599,0.716238,0.586636,1.25067
0.05,gt_fn,5692549928996307077,3,2142,10587,13.9161,28.9148,2.19023,0.728414,1.27564,2.41711
0.05,gt_fn,5692549928996307030,2,100,5889,-8.13548,28.1596,1.9214,0.707158,0.973413,0.301487
0.05,gt_fn,5692549928996306966,2,7,64710,-9.32524,31.3887,1.19489,0.337131,0.42005,0.383377
0.05,gt_fn,5692549928996307093,11,2,29604,17.8745,23.1203,1.47205,1.0636,1.01048,0.962081
0.05,gt_fn,5692549928996307044,11,667,14601,6.49231,22.0962,1.46796,0.662729,0.984972,0.949222
0.05,gt_fn,5692549928996307103,3,2487,13311,-8.46851,13.5067,1.5131,2.2058,2.19347,1.11159
0.05,gt_fn,5692549928996307036,2,58,26283,-8.16026,27.176,1.39275,0.448364,0.474598,0.801245
0.05,gt_fn,5692549928996306977,3,125,6690,-9.73267,33.08,1.29179,1.52184,1.71192,0.566265
0.05,gt_fn,5692549928996307095,2,133,13785,10.2371,27.217,1.39658,0.918478,0.530777,0.793341
0.05,gt_fn,5692549928996307072,3,112,2382,13.9727,31.9997,2.19864,0.309312,0.650143,2.35612
0.05,gt_fn,5692549928996307084,2,12,22809,13.8292,30.1452,1.77744,0.20391,0.449835,0.356743
0.05,gt_fn,5692549928996307025,11,7,38889,-3.82339,31.953,1.84153,0.439294,0.349459,0.533914
0.05,gt_fn,5692549928996306961,2,249,2202,-13.7392,28.5482,1.11115,0.647549,0.690823,0.224288
0.05,gt_fn,5692549928996307050,2,540,38730,10.477,27.225,1.39418,0.430658,0.557812,0.793177
0.05,gt_fn,5692549928996307109,4,341,11331,-14.0417,32.9572,1.38939,0.835967,0.697037,0.763343
0.05,gt_fn,5692549928996307024,2,108,8475,-4.71545,32.9473,1.9371,0.162014,0.391472,0.329994
0.05,gt_fn,5692549928996306955,2,139,13224,-6.25393,21.837,1.39258,0.480433,0.426594,0.797499
0.05,gt_fn,5692549928996307082,4,27,18456,13.8761,30.3285,2.21146,0.465755,0.372725,0.258865
0.05,gt_fn,5692549928996307023,3,735,12648,-4.0094,33.4867,1.77838,1.94964,0.894039,1.58731
0.05,gt_fn,5692549928996307053,4,149,21888,15.7642,24.1775,1.12562,0.567657,0.497196,0.262506
0.05,gt_fn,5692549928996307047,11,829,14175,6.745,22.0779,1.46386,1.16235,1.02364,0.952468
0.05,gt_fn,5692549928996307106,3,44,9813,-14.1808,29.4713,1.43433,0.680844,2.06134,0.851586
0.05,gt_fn,5692549928996306978,3,81,1671,-8.98036,35.383,2.20449,0.115939,1.69698,0.737639
0.05,gt_fn,5692549928996307105,11,472,6357,-8.67793,24.8308,1.47985,1.28056,1.28686,0.940451
0.05,gt_fn,5692549928996306951,11,2830,7641,-11.9481,22.1127,1.46991,3.27976,1.14113,0.962877
0.05,gt_fn,5692549928996307010,2,9,4920,-3.03349,32.7578,2.15309,0.41996,0.395702,0.160109
0.05,gt_fn,5692549928996307052,11,850,5880,11.4243,27.1222,1.2489,1.66193,0.563709,0.500645
0.05,gt_fn,5692549928996306954,2,52,4260,-8.17052,27.1578,1.39629,0.523962,0.304316,0.79144
0.05,gt_fn,5692549928996307081,4,26,17796,13.865,30.3604,3.18768,0.508116,0.419205,0.256573
0.05,gt_fn,5692549928996306963,3,111,9066,-14.0705,29.0786,1.41287,0.367245,1.13253,0.8082
0.05,gt_fn,5692549928996307056,11,1023,9876,18.2323,23.1004,1.46754,1.793,1.05765,0.962242
0.05,gt_fn,5692549928996307096,11,2,14073,6.60543,22.1162,1.4691,0.949598,0.938225,0.973389
0.05,gt_fn,5692549928996306969,4,908,8139,-14.0765,31.0138,1.3845,0.771053,1.12449,0.793559
0.05,gt_fn,5692549928996306960,2,1245,7899,-13.1003,27.7593,1.77667,0.661176,0.563316,1.47749
0.05,gt_fn,5692549928996307087,3,5527,9648,13.8803,29.6547,2.33714,0.802863,3.42924,2.70943
0.05,gt_fn,5692549928996307054,2,3001,12507,16.4192,22.9743,1.85617,2.11508,0.967186,1.76772
0.05,gt_fn,5692549928996306995,2,250,4074,-9.75086,33.0954,1.9929,1.15333,1.39492,0.536741
0.05,gt_fn,5692549928996307094,2,6,23070,16.5103,22.9982,3.23027,0.909981,0.18416,0.664189
