variant,map_ply,gt_ply,map_points_raw,gt_points_raw,map_points_metric,gt_points_metric,distance_voxel_size_m,precision_05cm,recall_05cm,f1_05cm,precision_10cm,recall_10cm,f1_10cm,precision_20cm,recall_20cm,f1_20cm,voxel_precision_05cm,voxel_recall_05cm,voxel_f1_05cm,voxel_fpr_05cm,voxel_tp_05cm,voxel_fp_05cm,voxel_fn_05cm,voxel_tn_05cm,voxel_precision_10cm,voxel_recall_10cm,voxel_f1_10cm,voxel_fpr_10cm,voxel_tp_10cm,voxel_fp_10cm,voxel_fn_10cm,voxel_tn_10cm,voxel_precision_20cm,voxel_recall_20cm,voxel_f1_20cm,voxel_fpr_20cm,voxel_tp_20cm,voxel_fp_20cm,voxel_fn_20cm,voxel_tn_20cm
official_with_prior,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/combined/official_with_prior.ply,/ft/datasets/panoptic_mapping/flat_dataset/flat_2_gt_10000.ply,967251,3116562,107553,316403,0.03,0.9945515234349577,0.8093760172943999,0.892459517200345,0.9980846652348144,0.8676656036763242,0.9283168792857273,0.9991632032579286,0.935989861031659,0.9665453808519884,0.8548064168981655,0.6384921673458706,0.7309820119634888,0.008848565454065703,68311,11603,38677,1299683,0.8698289863380148,0.7010202117420596,0.776354217740732,0.015944437293014875,18209,2725,7766,168181,0.9340869898447979,0.8003611886389755,0.8620689655172413,0.014970190173636799,4875,344,1216,22635
ours_with_prior_keep_unmatched,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/combined/ours_with_prior_keep_unmatched.ply,/ft/datasets/panoptic_mapping/flat_dataset/flat_2_gt_10000.ply,1054656,3116562,111689,316403,0.03,0.9946816606827888,0.8125491856904011,0.8944377803543515,0.9981555927620446,0.8691826562959264,0.9292151863233378,0.9991941910125438,0.9360530715574757,0.9665935817809623,0.8544105584967564,0.6426047781059558,0.7335239578776661,0.008933977789742283,68751,11715,38237,1299571,0.8694328130947849,0.7034456207892203,0.7776808324998403,0.016055609516342318,18272,2744,7703,168162,0.933855859300325,0.8020029551797735,0.8629217452746866,0.015057226163018408,4885,346,1206,22633
