variant,map_ply,gt_ply,map_points_raw,gt_points_raw,map_points_metric,gt_points_metric,distance_voxel_size_m,precision_05cm,recall_05cm,f1_05cm,precision_10cm,recall_10cm,f1_10cm,precision_20cm,recall_20cm,f1_20cm,voxel_precision_05cm,voxel_recall_05cm,voxel_f1_05cm,voxel_fpr_05cm,voxel_tp_05cm,voxel_fp_05cm,voxel_fn_05cm,voxel_tn_05cm,voxel_precision_10cm,voxel_recall_10cm,voxel_f1_10cm,voxel_fpr_10cm,voxel_tp_10cm,voxel_fp_10cm,voxel_fn_10cm,voxel_tn_10cm,voxel_precision_20cm,voxel_recall_20cm,voxel_f1_20cm,voxel_fpr_20cm,voxel_tp_20cm,voxel_fp_20cm,voxel_fn_20cm,voxel_tn_20cm
official_with_prior,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/combined/official_with_prior.ply,/ft/datasets/panoptic_mapping/flat_dataset/flat_2_gt_10000.ply,967251,3116562,107553,316403,0.03,0.9945515234349577,0.8093760172943999,0.892459517200345,0.9980846652348144,0.8676656036763242,0.9283168792857273,0.9991632032579286,0.935989861031659,0.9665453808519884,0.8548064168981655,0.6384921673458706,0.7309820119634888,0.008848565454065703,68311,11603,38677,1299683,0.8698289863380148,0.7010202117420596,0.776354217740732,0.015944437293014875,18209,2725,7766,168181,0.9340869898447979,0.8003611886389755,0.8620689655172413,0.014970190173636799,4875,344,1216,22635
ours_with_prior_visibility_c0326,/ft/session_update_baseline/rounds/base12_pocd_panmap_round01/mesh_current/combined/ours_with_prior_visibility_c0326.ply,/ft/datasets/panoptic_mapping/flat_dataset/flat_2_gt_10000.ply,1097631,3116562,114031,316403,0.03,0.9943524129403408,0.8154505488253904,0.8960591158133063,0.9977988441739527,0.8706459799685844,0.9298958591362498,0.999079197762012,0.936087837346675,0.9665583059279085,0.854141464016788,0.6467454293939507,0.7361142139809999,0.0090110014138792,69194,11816,37794,1299470,0.8689799014031095,0.7057555341674687,0.7789084574366383,0.01617263290931857,18332,2764,7643,168142,0.9329140461215933,0.8036447217205713,0.8634679837713883,0.015318334131163236,4895,352,1196,22627
