initial_vertices,initial_faces,final_vertices,final_faces,candidate_vertices,removed_vertices,objects_total,objects_with_private_mesh,objects_used_for_cleanup,cleanup_source_points,repair_candidate_objects,repair_candidate_vertices,injected_objects,injected_vertices,injected_faces,object_alignment_candidates,object_alignment_applied,object_alignment_support_vertices,prior_memory_objects,temporal_background_sources,temporal_background_injected_vertices,temporal_background_injected_faces,temporal_object_sources,temporal_object_injected_vertices,temporal_object_injected_faces,horizontal_planes_filled,horizontal_plane_vertices,horizontal_plane_faces,horizontal_plane_graph_cut_cells,horizontal_plane_graph_cut_fill_cells,axis_aligned_planes_filled,axis_aligned_plane_vertices,axis_aligned_plane_faces,axis_aligned_plane_graph_cut_cells,axis_aligned_plane_graph_cut_fill_cells,free_space_checked_vertices,free_space_absent_vertices,free_space_present_vertices,free_space_removed_vertices,dynamic_residue_tracks,dynamic_residue_support_points,dynamic_residue_candidates,dynamic_residue_protected_vertices,dynamic_residue_absent_confirmed_vertices,dynamic_residue_present_rejected_vertices,dynamic_residue_unobserved_vertices,dynamic_residue_quarantined_vertices,dynamic_residue_removed_vertices,volume_graph_cut_cells,volume_graph_cut_free_evidence_cells,volume_graph_cut_full_evidence_cells,volume_graph_cut_structural_cells,volume_graph_cut_full_cells,volume_graph_cut_vertices,volume_graph_cut_faces,prior_matched_objects,prior_absent_objects,prior_unobserved_objects,prior_unmatched_current_objects,prior_restored_objects,prior_absent_vertices_removed,forced_absent_prior_objects,forced_absent_vertices_removed,cross_session_prior_vertices,cross_session_prior_faces,cross_session_current_vertices,cross_session_current_faces,cross_session_prior_checked_vertices,cross_session_prior_absent_vertices,cross_session_prior_persistent_vertices,cross_session_prior_unobserved_vertices,cross_session_current_injected_vertices,cross_session_current_injected_faces
28169,42120,39610,44760,205,205,11,9,2,6921,7,125262,7,11646,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
