initial_vertices,initial_faces,final_vertices,final_faces,candidate_vertices,removed_vertices,objects_total,objects_with_private_mesh,objects_used_for_cleanup,cleanup_source_points,repair_candidate_objects,repair_candidate_vertices
261925,383281,261925,383281,0,0,34,33,0,0,25,398736
