label,eval_dir,map_name,query,background_p,background_r,background_f1,background_p10,background_r10,background_f1_10,background_p20,background_r20,background_f1_20,object_p,object_r,object_f1,change_p,change_r,change_f1,change_tp,change_fp,change_fn,object_detected,object_missed,object_hallucinated,dynamic_p,dynamic_r,dynamic_f1
khronos_original,session_update_baseline/rounds/round06_hole_targeted_injection/gate2_single/khronos_original_eval,0,223242999999,0.987914,0.979944,0.9839128603954147,0.946311,0.932604,0.9394075025682375,0.987914,0.979944,0.9839128603954147,0.9876543209876543,0.5161290322580645,0.6779661016949152,0.35294117647058826,0.8571428571428571,0.5,6.0,11.0,1.0,80.0,75.0,1.0,1.0,0.28076923076923077,0.4384384384384385
our_single,session_update_baseline/rounds/round06_hole_targeted_injection/gate2_single/our_single_eval,0,223242999999,0.991222,0.981101,0.9861355319813235,0.939673,0.935577,0.9376205266721771,0.991222,0.981101,0.9861355319813235,0.9876543209876543,0.5161290322580645,0.6779661016949152,0.35294117647058826,0.8571428571428571,0.5,6.0,11.0,1.0,80.0,75.0,1.0,1.0,0.28076923076923077,0.4384384384384385
