label,eval_dir,map_name,query,background_p,background_r,background_f1,background_p10,background_r10,background_f1_10,background_p20,background_r20,background_f1_20,object_p,object_r,object_f1,change_p,change_r,change_f1,change_tp,change_fp,change_fn,object_detected,object_missed,object_hallucinated,dynamic_p,dynamic_r,dynamic_f1
B_from_scratch,session_update_baseline/rounds/round03_single_snapshot/gate4_multi_metrics/B_from_scratch_eval,0,224043000000,0.987428,0.986685,0.9870563601779634,0.948903,0.94144,0.9451567681843983,0.987428,0.986685,0.9870563601779634,0.9894736842105263,0.6666666666666666,0.7966101694915254,0.46153846153846156,0.75,0.5714285714285714,6.0,7.0,2.0,94.0,47.0,1.0,0.8461538461538461,0.4442307692307692,0.5825977301387137
B_ours_with_memory,session_update_baseline/rounds/round03_single_snapshot/gate4_multi_metrics/B_ours_eval,0,224043000000,0.996383,0.987344,0.9918429065612355,0.972634,0.944687,0.9584568213230857,0.996383,0.987344,0.9918429065612355,0.9894736842105263,0.6666666666666666,0.7966101694915254,0.46153846153846156,0.75,0.5714285714285714,6.0,7.0,2.0,94.0,47.0,1.0,0.8461538461538461,0.4442307692307692,0.5825977301387137
