label,eval_dir,map_name,query,background_p,background_r,background_f1,background_p10,background_r10,background_f1_10,background_p20,background_r20,background_f1_20,object_p,object_r,object_f1,change_p,change_r,change_f1,change_tp,change_fp,change_fn,object_detected,object_missed,object_hallucinated,dynamic_p,dynamic_r,dynamic_f1
khronos_original,session_update_baseline/rounds/round01_fresh/gate2_single/khronos_original_eval,5,174543000000,0.984319,0.852898,0.9139080538248885,0.943164,0.799831,0.8656040955757187,0.984319,0.852898,0.9139080538248885,0.9710144927536232,0.44666666666666666,0.6118721461187215,0.3,0.6,0.4,3.0,7.0,2.0,67.0,83.0,2.0,0.7329842931937173,0.2692307692307692,0.39381153305203936
our_single,session_update_baseline/rounds/round01_fresh/gate2_single/our_single_eval,0,174543000000,0.995875,0.854081,0.9195439414504993,0.973096,0.80285,0.87981292629393,0.995875,0.854081,0.9195439414504993,0.9722222222222222,0.45751633986928103,0.6222222222222222,0.375,0.6,0.4615384615384615,3.0,5.0,2.0,70.0,83.0,2.0,0.7329842931937173,0.2692307692307692,0.39381153305203936
