node_id,merged_id,first_absent,last_absent,first_persistent,last_persistent
5692549928996307045,0,0,0,0,0
5692549928996307046,0,0,120000000000,0,0
5692549928996307047,0,0,0,0,0
5692549928996307048,0,0,0,115000000000,0
5692549928996307049,0,115000000000,0,0,0
5692549928996307050,0,115000000000,0,0,0
5692549928996307051,0,0,0,0,130000000000
5692549928996307052,0,0,0,110000000000,0
5692549928996307053,0,0,0,110000000000,0
5692549928996307054,0,0,135000000000,100000000000,130000000000
5692549928996307055,0,0,0,105000000000,0
5692549928996307056,0,0,0,105000000000,0
5692549928996307058,0,125000000000,0,0,0
5692549928996307059,0,0,0,100000000000,0
5692549928996307060,0,0,0,100000000000,0
5692549928996307061,0,0,0,90000000000,0
5692549928996307062,0,85000000000,0,0,0
5692549928996307063,0,0,0,85000000000,0
5692549928996307064,0,0,0,85000000000,0
5692549928996307065,0,0,0,85000000000,0
5692549928996307066,0,0,0,0,0
5692549928996307067,0,0,0,0,0
5692549928996307068,0,0,0,0,0
5692549928996307069,0,0,0,0,0
5692549928996307070,0,0,0,0,0
5692549928996307071,0,0,0,0,0
5692549928996307072,0,0,0,0,0
5692549928996307073,0,0,0,0,0
5692549928996307074,0,0,0,0,0
5692549928996307075,0,0,0,0,0
5692549928996307076,0,0,0,0,0
5692549928996307078,0,0,0,0,0
5692549928996307079,0,0,0,0,0
5692549928996307080,0,0,0,0,0
5692549928996307081,0,0,0,0,0
5692549928996307082,0,0,0,0,0
5692549928996307083,0,0,0,0,0
5692549928996307084,0,0,0,0,0
5692549928996307085,0,0,0,0,0
5692549928996307086,0,0,0,0,0
5692549928996307087,0,0,0,0,0
5692549928996307088,0,0,0,0,0
5692549928996307089,0,0,0,0,0
5692549928996307090,0,0,0,0,0
5692549928996307091,0,0,0,0,0
5692549928996307092,0,0,0,0,0
5692549928996307093,0,0,0,0,0
5692549928996307094,0,0,0,0,0
5692549928996307095,0,0,0,0,0
5692549928996307096,0,0,0,0,0
5692549928996307097,0,0,0,0,0
5692549928996307098,0,0,0,0,0
5692549928996307099,0,0,0,0,0
5692549928996307100,0,75000000000,0,0,215000000000
5692549928996307101,0,0,0,25000000000,215000000000
5692549928996307102,0,0,0,25000000000,215000000000
5692549928996307103,0,0,0,45000000000,0
5692549928996307104,0,0,0,45000000000,0
5692549928996307105,0,0,0,45000000000,0
5692549928996307106,0,0,0,25000000000,0
5692549928996307107,0,0,0,70000000000,0
5692549928996307108,0,0,0,25000000000,0
5692549928996307109,0,75000000000,0,190000000000,0
