initial_vertices,initial_faces,final_vertices,final_faces,candidate_vertices,removed_vertices,objects_total,objects_with_private_mesh,objects_used_for_cleanup,cleanup_source_points,repair_candidate_objects,repair_candidate_vertices,injected_objects,injected_vertices,injected_faces,prior_memory_objects,prior_matched_objects,prior_unmatched_current_objects,forced_absent_prior_objects,forced_absent_vertices_removed
304326,450479,277579,404638,26747,26747,168,164,164,1916187,101,1520586,0,0,0,75,68,99,1,1400
