initial_vertices,initial_faces,final_vertices,final_faces,candidate_vertices,removed_vertices,objects_total,objects_with_private_mesh,objects_used_for_cleanup,cleanup_source_points,repair_candidate_objects,repair_candidate_vertices,injected_objects,injected_vertices,injected_faces,prior_memory_objects,prior_matched_objects,prior_unmatched_current_objects
27560,41847,181319,93100,0,0,10,8,0,0,6,138543,8,153759,51253,0,0,0
