threshold,side,object_id,label,count,object_mesh_vertices,bbox_cx,bbox_cy,bbox_cz,bbox_dx,bbox_dy,bbox_dz
0.05,gt_fn,5692549928996307073,11,314,10050,17.7518,33.0599,1.49196,0.558395,0.554596,0.986112
0.05,gt_fn,5692549928996307035,3,74,13407,-8.05359,27.8247,1.3969,0.759762,0.395496,0.783859
0.05,gt_fn,5692549928996307067,4,468,51855,19.8624,29.6011,1.28298,0.686092,0.650534,0.587064
0.05,gt_fn,5692549928996307055,2,605,13404,16.5022,23.024,3.23869,0.882553,0.127335,0.660454
0.05,gt_fn,5692549928996306991,3,1,7749,-9.61066,34.6082,1.26716,1.21779,1.57983,0.526611
0.05,gt_fn,5692549928996306948,2,66,1848,-13.9284,21.6079,1.13376,0.529191,0.0485573,0.221762
0.05,gt_fn,5692549928996307027,4,15,13896,-2.86618,31.3769,1.87218,0.46316,0.263479,0.188254
0.05,gt_fn,5692549928996306993,3,24,1839,-9.02057,33.0102,1.9725,0.0422907,1.08823,0.164471
0.05,gt_fn,5692549928996307017,3,158,3465,-8.58965,32.1528,1.74296,0.878103,1.24446,0.616036
0.05,gt_fn,5692549928996307014,3,703,9543,-2.60097,31.7246,2.69102,0.0729494,1.11053,0.964981
0.05,gt_fn,5692549928996307045,2,270,33213,5.00486,21.999,1.38996,0.421371,0.423128,0.800318
0.05,gt_fn,5692549928996307022,11,136,25020,-7.6371,32.5404,1.89946,0.677652,0.72327,0.818271
0.05,gt_fn,5692549928996306964,2,48,46662,-8.7101,31.3782,1.19461,0.375754,0.400692,0.38385
0.05,gt_fn,5692549928996307013,2,64,23247,-8.58384,33.4744,2.03715,0.376868,0.493061,0.390467
0.05,gt_fn,5692549928996307018,3,64,3474,-7.00265,33.4453,1.77007,0.298772,0.737938,1.5337
0.05,gt_fn,5692549928996307031,2,3,7926,-8.0637,29.0613,1.80141,0.38635,0.344931,0.0423414
0.05,gt_fn,5692549928996307003,3,420,7416,-8.22257,34.3824,1.26802,1.66845,1.12862,0.541023
0.05,gt_fn,5692549928996307008,11,306,2838,-7.81259,34.5731,1.18037,0.651037,1.52313,0.403812
0.05,dsg_fp,5692549928996307103,3,554,13311,-8.46851,13.5067,1.5131,2.2058,2.19347,1.11159
0.05,dsg_fp,5692549928996307095,2,1,13785,10.2371,27.217,1.39658,0.918478,0.530777,0.793341
0.05,dsg_fp,5692549928996307084,2,5,22809,13.8292,30.1452,1.77744,0.20391,0.449835,0.356743
0.05,dsg_fp,5692549928996307077,3,349,10587,13.9161,28.9148,2.19023,0.728414,1.27564,2.41711
0.05,dsg_fp,5692549928996307079,4,10,8685,13.8503,30.4884,2.70187,0.424537,0.979971,0.25436
0.05,dsg_fp,5692549928996307072,3,11,2382,13.9727,31.9997,2.19864,0.309312,0.650143,2.35612
0.05,dsg_fp,5692549928996307074,3,281,16356,14.1518,32.4608,2.17772,1.01185,1.51514,2.40374
0.05,dsg_fp,5692549928996307073,11,61,10050,17.7518,33.0599,1.49196,0.558395,0.554596,0.986112
0.05,dsg_fp,5692549928996307068,2,66,13785,20.6376,29.7139,2.12194,0.95722,0.936695,0.464643
0.05,dsg_fp,5692549928996307059,2,1,2928,17.1907,29.6137,2.0546,0.695379,1.10972,0.298811
0.05,dsg_fp,5692549928996307060,11,7,11052,20.9319,28.9519,1.45552,0.426876,0.502527,0.130069
0.05,dsg_fp,5692549928996307069,3,62,17145,20.6571,29.7273,1.84744,1.19287,1.14909,1.70288
0.05,dsg_fp,5692549928996307067,4,28,51855,19.8624,29.6011,1.28298,0.686092,0.650534,0.587064
0.05,dsg_fp,5692549928996307065,11,44,14193,16.5767,29.4158,1.55313,0.541811,0.549212,1.10646
0.05,dsg_fp,5692549928996307066,2,10,1479,17.398,30.0554,2.21318,0.815016,0.698195,0.685165
0.05,dsg_fp,5692549928996307064,2,1,306,17.4522,29.1304,1.98069,0.298176,0.374559,0.12219
0.05,dsg_fp,5692549928996307063,3,128,5976,17.1265,29.3276,1.45092,1.26302,1.6646,0.891495
0.05,dsg_fp,5692549928996307058,2,43,7230,17.3049,27.9496,1.10602,0.283981,0.357922,0.231247
0.05,dsg_fp,5692549928996307062,11,54,12483,17.4669,28.2536,1.49331,0.728151,0.695852,0.990925
0.05,dsg_fp,5692549928996307071,3,399,7446,17.1671,29.5671,1.52579,2.01198,2.11771,1.06018
0.05,dsg_fp,5692549928996307057,11,47,24636,19.0992,23.2008,1.47827,0.94458,0.860853,0.944901
0.05,dsg_fp,5692549928996307056,11,251,9876,18.2323,23.1004,1.46754,1.793,1.05765,0.962242
0.05,dsg_fp,5692549928996307055,2,48,13404,16.5022,23.024,3.23869,0.882553,0.127335,0.660454
0.05,dsg_fp,5692549928996307054,2,342,12507,16.4192,22.9743,1.85617,2.11508,0.967186,1.76772
0.05,dsg_fp,5692549928996307053,4,46,21888,15.7642,24.1775,1.12562,0.567657,0.497196,0.262506
0.05,dsg_fp,5692549928996307051,2,42,4782,13.954,27.6846,1.39814,0.324125,0.257589,0.786431
0.05,dsg_fp,5692549928996307052,11,72,5880,11.4243,27.1222,1.2489,1.66193,0.563709,0.500645
0.05,dsg_fp,5692549928996307050,2,65,38730,10.477,27.225,1.39418,0.430658,0.557812,0.793177
0.05,dsg_fp,5692549928996307046,2,179,10329,8.83164,21.8857,1.81634,1.39509,0.65753,1.66826
0.05,dsg_fp,5692549928996307048,2,70,9591,8.29341,21.8617,1.61599,0.716238,0.586636,1.25067
0.05,dsg_fp,5692549928996307047,11,67,14175,6.745,22.0779,1.46386,1.16235,1.02364,0.952468
0.05,dsg_fp,5692549928996307044,11,113,14601,6.49231,22.0962,1.46796,0.662729,0.984972,0.949222
0.05,dsg_fp,5692549928996307045,2,40,33213,5.00486,21.999,1.38996,0.421371,0.423128,0.800318
0.05,dsg_fp,5692549928996307043,11,277,32901,3.00702,18.9232,1.47211,1.01357,0.950085,0.951607
0.05,dsg_fp,5692549928996307099,11,323,3264,2.96321,17.2101,1.54171,0.944152,2.61386,0.854393
0.05,dsg_fp,5692549928996307041,11,128,8580,2.95707,17.8472,1.4739,0.928479,0.623283,0.952938
0.05,dsg_fp,5692549928996307042,15,140,4566,3.05468,19.9478,2.4655,0.603193,0.267908,2.04537
0.05,dsg_fp,5692549928996307038,2,1,29691,-6.30803,21.8169,1.39766,0.425505,0.460567,0.791749
0.05,dsg_fp,5692549928996307031,2,4,7926,-8.0637,29.0613,1.80141,0.38635,0.344931,0.0423414
0.05,dsg_fp,5692549928996307036,2,76,26283,-8.16026,27.176,1.39275,0.448364,0.474598,0.801245
0.05,dsg_fp,5692549928996307035,3,37,13407,-8.05359,27.8247,1.3969,0.759762,0.395496,0.783859
0.05,dsg_fp,5692549928996307030,2,46,5889,-8.13548,28.1596,1.9214,0.707158,0.973413,0.301487
0.05,dsg_fp,5692549928996307029,3,54,16500,-2.91534,28.3457,2.00799,0.618261,1.63289,2.03807
0.05,dsg_fp,5692549928996307032,3,609,12684,-7.61408,28.6674,1.83415,2.05795,1.61725,1.70277
0.05,dsg_fp,5692549928996307026,3,10,6579,-3.14001,31.5649,1.60531,0.456,0.861954,0.362109
0.05,dsg_fp,5692549928996307027,4,2,13896,-2.86618,31.3769,1.87218,0.46316,0.263479,0.188254
0.05,dsg_fp,5692549928996307019,2,5,5352,-2.89677,31.6445,1.84006,0.319503,0.447159,0.12839
0.05,dsg_fp,5692549928996306987,2,55,3594,-9.81758,34.8242,1.91592,1.63895,1.4611,0.295835
0.05,dsg_fp,5692549928996307101,2,22,24219,2.99362,13.1716,1.52284,0.391362,0.519403,0.538494
0.05,dsg_fp,5692549928996306974,11,63,13170,-10.3802,35.09,1.94313,0.747843,0.765774,0.736379
0.05,dsg_fp,5692549928996306999,3,533,1056,-8.73922,34.1847,1.76171,4.10786,0.963837,1.53391
0.05,dsg_fp,5692549928996307097,2,38,25602,4.88753,21.8942,1.39474,0.60846,0.609655,0.800155
0.05,dsg_fp,5692549928996306970,3,86,6318,-14.4315,33.1148,2.7146,0.168248,3.69564,1.20644
0.05,dsg_fp,5692549928996307098,4,11,4242,-0.124878,20.5011,1.12156,0.541583,0.541216,0.264924
0.05,dsg_fp,5692549928996306971,3,293,3711,-13.3566,33.8915,1.38303,0.912923,3.22643,0.787893
0.05,dsg_fp,5692549928996306975,11,87,8400,-10.1276,32.599,1.19307,0.705968,0.699123,0.403539
0.05,dsg_fp,5692549928996307104,11,17,12789,-8.54551,13.6361,2.03531,0.702334,0.320004,0.547975
0.05,dsg_fp,5692549928996306977,3,213,6690,-9.73267,33.08,1.29179,1.52184,1.71192,0.566265
0.05,dsg_fp,5692549928996307096,11,3,14073,6.60543,22.1162,1.4691,0.949598,0.938225,0.973389
0.05,dsg_fp,5692549928996306969,4,11,8139,-14.0765,31.0138,1.3845,0.771053,1.12449,0.793559
0.05,dsg_fp,5692549928996307028,3,36,495,-4.66052,32.6042,1.37606,0.487076,0.735962,0.794327
0.05,dsg_fp,5692549928996307109,4,22,11331,-14.0417,32.9572,1.38939,0.835967,0.697037,0.763343
0.05,dsg_fp,5692549928996307091,11,4,14073,17.7236,28.1027,1.88196,0.190796,0.505598,0.221751
0.05,dsg_fp,5692549928996306964,2,66,46662,-8.7101,31.3782,1.19461,0.375754,0.400692,0.38385
0.05,dsg_fp,5692549928996307023,3,192,12648,-4.0094,33.4867,1.77838,1.94964,0.894039,1.58731
0.05,dsg_fp,5692549928996307092,2,17,6234,13.9897,27.6153,1.39566,0.265219,0.670317,0.79303
0.05,dsg_fp,5692549928996306965,3,604,11451,-9.159,32.0392,1.76935,1.41705,1.07143,1.56866
0.05,dsg_fp,5692549928996307024,2,2,8475,-4.71545,32.9473,1.9371,0.162014,0.391472,0.329994
0.05,dsg_fp,5692549928996307094,2,12,23070,16.5103,22.9982,3.23027,0.909981,0.18416,0.664189
0.05,dsg_fp,5692549928996306967,3,105,11577,-14.1511,29.58,1.41991,0.626805,1.9937,0.846116
0.05,dsg_fp,5692549928996307076,2,68,6747,13.7438,30.9042,2.5151,0.331563,0.567064,1.82495
0.05,dsg_fp,5692549928996306949,11,205,11052,-14.7766,22.1528,1.46687,1.47824,1.06381,0.976274
0.05,dsg_fp,5692549928996307008,11,15,2838,-7.81259,34.5731,1.18037,0.651037,1.52313,0.403812
0.05,dsg_fp,5692549928996306962,2,15,4566,-13.9834,28.7082,1.55112,0.19477,0.578819,0.541378
0.05,dsg_fp,5692549928996306951,11,947,7641,-11.9481,22.1127,1.46991,3.27976,1.14113,0.962877
0.05,dsg_fp,5692549928996307087,3,678,9648,13.8803,29.6547,2.33714,0.802863,3.42924,2.70943
0.05,dsg_fp,5692549928996306960,2,221,7899,-13.1003,27.7593,1.77667,0.661176,0.563316,1.47749
0.05,dsg_fp,5692549928996307080,4,8,25887,13.8633,30.5302,1.73188,0.460373,0.394875,0.245062
0.05,dsg_fp,5692549928996306953,15,485,3666,-8.87404,26.8144,2.24423,0.545332,0.580158,2.04271
0.05,dsg_fp,5692549928996306995,2,148,4074,-9.75086,33.0954,1.9929,1.15333,1.39492,0.536741
0.05,dsg_fp,5692549928996307093,11,1,29604,17.8745,23.1203,1.47205,1.0636,1.01048,0.962081
0.05,dsg_fp,5692549928996306966,2,66,64710,-9.32524,31.3887,1.19489,0.337131,0.42005,0.383377
0.05,dsg_fp,5692549928996307025,11,18,38889,-3.82339,31.953,1.84153,0.439294,0.349459,0.533914
0.05,dsg_fp,5692549928996306990,11,131,9696,-10.1982,32.4558,2.00507,0.748132,0.422485,0.614877
0.05,dsg_fp,5692549928996306963,3,70,9066,-14.0705,29.0786,1.41287,0.367245,1.13253,0.8082
0.05,dsg_fp,5692549928996307022,11,30,25020,-7.6371,32.5404,1.89946,0.677652,0.72327,0.818271
0.05,dsg_fp,5692549928996306961,2,3,2202,-13.7392,28.5482,1.11115,0.647549,0.690823,0.224288
0.05,dsg_fp,5692549928996307020,2,13,2478,-4.44814,33.3776,1.85184,0.276707,0.491177,0.202353
0.05,dsg_fp,5692549928996307039,11,7,5529,-7.38636,21.8486,1.24619,1.51608,0.610857,0.498577
0.05,dsg_fp,5692549928996306980,2,7,2445,-9.65092,32.8703,1.7984,0.799759,0.711136,0.0383149
0.05,dsg_fp,5692549928996307081,4,7,17796,13.865,30.3604,3.18768,0.508116,0.419205,0.256573
0.05,dsg_fp,5692549928996306954,2,51,4260,-8.17052,27.1578,1.39629,0.523962,0.304316,0.79144
0.05,dsg_fp,5692549928996307013,2,14,23247,-8.58384,33.4744,2.03715,0.376868,0.493061,0.390467
0.05,dsg_fp,5692549928996306985,3,57,4167,-9.60083,34.6776,1.27175,1.25384,1.68372,0.573184
0.05,dsg_fp,5692549928996306956,11,115,4551,-7.28102,21.8578,1.25141,1.65614,0.606592,0.487051
0.05,dsg_fp,5692549928996307015,3,83,4638,-7.88086,34.828,1.76505,2.31196,2.2397,1.55075
0.05,dsg_fp,5692549928996307082,4,5,18456,13.8761,30.3285,2.21146,0.465755,0.372725,0.258865
0.05,dsg_fp,5692549928996306955,2,49,13224,-6.25393,21.837,1.39258,0.480433,0.426594,0.797499
0.05,dsg_fp,5692549928996307037,15,14,2871,-5.48028,22.4912,2.60577,0.270419,0.184328,1.33351
0.05,dsg_fp,5692549928996307105,11,343,6357,-8.67793,24.8308,1.47985,1.28056,1.28686,0.940451
0.05,dsg_fp,5692549928996306978,3,3,1671,-8.98036,35.383,2.20449,0.115939,1.69698,0.737639
0.05,dsg_fp,5692549928996306997,3,34,1251,-7.88298,33.8396,2.25665,2.15103,0.089344,0.58321
0.05,dsg_fp,5692549928996307017,3,28,3465,-8.58965,32.1528,1.74296,0.878103,1.24446,0.616036
